11011001  11011001
11110011  11110011
00111101  00111101
11010000  11010000
11100010  11100010
01111100  01111100
10001010  10001010
10100010  10100010
00101011  00101011
00001001  00001001
01011110  01011110
00010011  00010011
01000100  00110001
01001101  01001101
00101111  00101111
00100101  00100101
10110100  10110100
11101110  00010011
01000110  01000110
10110011  10110011
01011111  01011111
10111101  00010011
01110100  01110100
01011000  01011000
00100101  00100101
11010110  11010110
01110011  01110011
00111110  00111110
00010001  00110001
10011110  10011110
10110110  10110110
11111100  11111100
00000010  00000010
01001101  01001101
00011100  00011100
11010010  11010010
11110111  11110111
10011100  00100010
01001101  01001101
10010000  10010000
10100001  10100001
00101000  00110001
11011011  00010011
10010111  10010111
10001000  00110001
00010000  00010000
01001110  01001110
10110000  10110000
10110001  10110001
01110010  01110010
00001001  00001001
10001000  00110001
11000110  00100010
01111010  01111010
11111110  11111110
01000010  00110001
01010101  00100010
10111110  00010011
11010010  11010010
00010111  00010111
00000000  01000000
00111110  00111110
00101010  00101010
00111100  00100010
00001001  00001001
11100001  11100001
01001010  01001010
00101101  00101101
01000000  01000000
00110001  00110001
00011001  00011001
00101110  00101110
11101001  11101001
11101111  11101111
11011011  00010011
00001011  00001011
01010110  00100010
11011110  00010011
01000011  01000011
10010001  10010001
00100000  00100000
11101001  11101001
01110011  01110011
10010110  00100010
10011100  00100010
01001001  01001001
01101001  00100010
10001011  10001011
10000010  00110001
01101010  00100010
11101001  11101001
11001011  11001011
11101111  11101111
11000011  00100010
01100111  01100111
00100001  00110001
10010011  00100010
10010001  10010001
01011000  01011000
11011111  11011111
