00100101  00100101
01011000  01011000
10110110  10110110
11000011  00100010
01011011  01011011
00101110  00101110
11100111  00010011
10000101  10000101
11100101  11100101
01011110  01011110
10010011  00100010
10000100  00110001
01100111  01100111
11111001  11111001
10100010  10100010
10110011  10110011
01001010  01001010
00010010  00110001
10001011  10001011
11100111  00010011
00100101  00100101
01000001  00110001
11100011  11100011
10100010  10100010
00110011  00100010
01110111  00010011
01011110  01011110
01101011  01101011
11001111  11001111
11011110  00010011
01001011  01001011
00010000  00010000
10010101  00100010
00111110  00111110
00010101  00010101
11001110  11001110
00100010  00110001
01100010  01100010
01100010  01100010
11000010  11000010
00100110  00100110
11110011  11110011
10100101  00100010
01110001  01110001
11100100  11100100
11001110  11001110
11011100  11011100
00001000  00001000
10101011  10101011
10010010  10010010
00010101  00010101
11010101  11010101
10010010  10010010
10100000  10100000
10000000  10000000
00011100  00011100
11111011  11111011
01000010  00110001
00100110  00100110
00001010  00001010
00110101  00100010
00000101  00000101
11001100  00100010
10001110  10001110
00111000  00111000
11110011  11110011
00101101  00101101
01110101  01110101
10110111  00010011
01111011  00010011
10010111  10010111
01101110  01101110
11001111  11001111
01110011  01110011
11100110  11100110
11101001  11101001
00100110  00100110
11001111  11001111
01011010  00100010
11101010  11101010
00110110  00100010
01110100  01110100
10010011  00100010
00101011  00101011
11001100  00100010
00010111  00010111
11110101  11110101
10011110  10011110
10001001  10001001
11110011  11110011
10111100  10111100
10111111  10111111
00000100  00000100
11001100  00100010
01001011  01001011
01110100  01110100
01101111  01101111
10011001  00100010
10101001  00100010
10110100  10110100
