01111001  01111001
01010110  00100010
00000010  00000010
10100100  10100100
00100100  00110001
00111000  00111000
01001111  01001111
01001110  01001110
11011000  11011000
11010001  11010001
10001011  10001011
11110000  11110000
00101010  00101010
11011011  00010011
01010101  00100010
11010001  11010001
00101010  00101010
01010101  00100010
01101010  00100010
11110110  11110110
01110000  01110000
00010001  00110001
11000011  00100010
00000101  00000101
10100111  10100111
11011000  11011000
11100111  00010011
01101010  00100010
01000010  00110001
00001000  00001000
01001000  00110001
11100111  00010011
10100001  10100001
11000111  11000111
11111101  11111101
00010010  00110001
01101111  01101111
11011011  00010011
01010100  01010100
11101001  11101001
10010101  00100010
01100010  01100010
00101000  00110001
11001011  11001011
10011101  10011101
01011111  01011111
10111010  10111010
11101110  00010011
11000010  11000010
01011111  01011111
01101010  00100010
00111011  00111011
01000000  01000000
11010110  11010110
10111000  10111000
01010101  00100010
00111101  00111101
11011111  11011111
11101011  00010011
01110111  00010011
00101001  00101001
11100010  11100010
10111011  00010011
00110000  00110000
10101001  00100010
01010101  00100010
11110001  11110001
00011111  00011111
10011010  00100010
00100100  00110001
10001011  10001011
01001100  01001100
11110110  11110110
11101000  11101000
11101000  11101000
01101110  01101110
00101110  00101110
01111110  00010011
11001001  00100010
01100010  01100010
11001101  11001101
11101100  11101100
10000000  10000000
10010000  10010000
00100010  00110001
11010100  11010100
11111011  11111011
10111110  00010011
10011101  10011101
01001000  00110001
00011001  00011001
00100101  00100101
11000010  11000010
11000001  11000001
00110000  00110000
00101111  00101111
01100001  01100001
10100111  10100111
11111110  11111110
01010101  00100010
