00101011  00101011
00001011  00001011
00111100  00100010
00010010  00110001
00010001  00110001
01000011  01000011
11011001  11011001
11100010  11100010
11111101  11111101
11100010  11100010
00000010  00000010
10101101  10101101
11001011  11001011
00000010  00000010
10110001  10110001
00111010  00100010
01111010  01111010
10110101  10110101
01110100  01110100
10001010  10001010
10001011  10001011
01100001  01100001
01011101  01011101
10110010  10110010
01010111  01010111
00011110  00011110
00011101  00011101
00000000  01000000
01110011  01110011
00000001  00000001
01100101  00100010
11110101  11110101
10110010  10110010
01000010  00110001
00000100  00000100
00110110  00100010
10000100  00110001
00100001  00110001
01111010  01111010
01001111  01001111
00111000  00111000
00110000  00110000
00011000  00110001
01111000  01111000
11100011  11100011
10010100  10010100
10000000  10000000
00000101  00000101
01000110  01000110
10000000  10000000
00001000  00001000
01010010  01010010
01100111  01100111
11000111  11000111
00100100  00110001
10100110  00100010
10000011  10000011
01101100  00100010
10000111  10000111
11101010  11101010
01101101  01101101
01100010  01100010
11010110  11010110
10000001  00110001
11000010  11000010
01010001  01010001
01110101  01110101
11001000  11001000
00000000  01000000
11100011  11100011
01000001  00110001
01011000  01011000
00101010  00101010
00011111  00011111
01100010  01100010
00001111  00001111
11010101  11010101
11111010  11111010
10101000  10101000
10100100  10100100
11111110  11111110
10110010  10110010
01100111  01100111
11001010  00100010
10101011  10101011
11110111  11110111
11100111  00010011
00100110  00100110
01111000  01111000
01111011  00010011
10100101  00100010
01101110  01101110
00010010  00110001
00111001  00100010
00010011  00010011
11110000  11110000
10010000  10010000
00101001  00101001
01101010  00100010
01101010  00100010
